annotation_id,primary_label,secondary_label,confidence,ambiguous,reason
AUDITV2_0116,missing_or_found_people,rescue_volunteering_or_donation_effort,2,yes,Aid workers are searching for cyclone survivors; text also references deaths.
AUDITV2_0117,caution_and_advice,infrastructure_and_utility_damage,2,yes,Highlights deficient emergency-power preparedness at elder-care facilities.
AUDITV2_0118,rescue_volunteering_or_donation_effort,,3,no,Refers to organized Harvey relief operations.
AUDITV2_0119,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Government provides emergency financial assistance to wildfire evacuees.
AUDITV2_0120,sympathy_and_support,,3,no,Formal message of condolence to countries and people affected by Idai.
AUDITV2_0121,sympathy_and_support,caution_and_advice,3,no,Prayers and safety wishes for people in Dorian's path dominate.
AUDITV2_0122,infrastructure_and_utility_damage,sympathy_and_support,2,yes,References a home destroyed in a prior wildfire and a recovery message.
AUDITV2_0123,caution_and_advice,other_relevant_information,2,yes,Directs the public to official wildfire information.
AUDITV2_0124,sympathy_and_support,,3,no,Expresses thoughts for Florida and Irma victims.
AUDITV2_0125,rescue_volunteering_or_donation_effort,,3,no,Calls swift-water response personnel for possible Florence deployment.
AUDITV2_0126,other_relevant_information,infrastructure_and_utility_damage,2,yes,Contextualizes the enormous geographic scale of the Camp Fire.
AUDITV2_0127,caution_and_advice,other_relevant_information,3,no,Official severe-thunderstorm warning during the wildfire emergency.
AUDITV2_0128,sympathy_and_support,displaced_people_and_evacuations,2,yes,Offers positive thoughts as evacuees prepare to return and rebuild.
AUDITV2_0129,sympathy_and_support,infrastructure_and_utility_damage,2,yes,Expresses gratitude that the island suffered less damage this year.
AUDITV2_0130,displaced_people_and_evacuations,infrastructure_and_utility_damage,3,no,Navy evacuates residents from a storm-devastated area.
AUDITV2_0131,injured_or_dead_people,other_relevant_information,2,yes,Directs attention to comparative hurricane death counts.
AUDITV2_0132,not_humanitarian,,3,no,"Flood survey concerns Andhra Pradesh, not the Kerala-flood event."
AUDITV2_0133,missing_or_found_people,requests_or_urgent_needs,3,no,Reports thousands missing and millions lacking food/basic services.
AUDITV2_0134,displaced_people_and_evacuations,caution_and_advice,3,no,Reports an evacuation order and state of emergency due to wildfires.
AUDITV2_0135,requests_or_urgent_needs,displaced_people_and_evacuations,3,no,Explicitly asks whether people need help evacuating before Dorian.
AUDITV2_0136,rescue_volunteering_or_donation_effort,,3,no,Recruiting short-term personnel to assist Hurricane Florence operations.
AUDITV2_0137,caution_and_advice,other_relevant_information,2,yes,Warns future storm destruction will worsen without climate action.
AUDITV2_0138,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Brief appeal to save animals affected by the earthquake.
AUDITV2_0139,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,Directly asks readers to help people whose homes/property were destroyed.
AUDITV2_0140,injured_or_dead_people,caution_and_advice,2,yes,Live update reports 210 deaths and a heavy-rain alert.
AUDITV2_0141,injured_or_dead_people,sympathy_and_support,3,no,"Reports mother, baby and broader Florence death toll amid prayer."
AUDITV2_0142,rescue_volunteering_or_donation_effort,,3,no,Grocers are providing support to wildfire-affected people.
AUDITV2_0143,sympathy_and_support,rescue_volunteering_or_donation_effort,3,no,Thoughts and prayers dominate while recovery efforts are mentioned.
AUDITV2_0144,other_relevant_information,caution_and_advice,2,yes,Forecast update tracks Maria near a tsunami buoy.
AUDITV2_0145,caution_and_advice,,3,no,Reports multiple simultaneous tornado warnings.
AUDITV2_0146,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Political criticism centered on seeking disaster aid.
AUDITV2_0147,infrastructure_and_utility_damage,,3,no,Reports catastrophic destruction inside a Bahamas home.
AUDITV2_0148,caution_and_advice,other_relevant_information,3,no,Provides practical guidance on benefit checks and postal disruptions.
AUDITV2_0149,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Title explicitly connects evacuation with Florence devastation.
AUDITV2_0150,caution_and_advice,,3,no,Official extreme-wind warning for Irma's eyewall.
AUDITV2_0151,caution_and_advice,rescue_volunteering_or_donation_effort,2,yes,Preparedness lessons helped residents and aid groups act quickly before Idai.
AUDITV2_0152,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Announces an emergency-coordination meeting for flood recovery.
AUDITV2_0153,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,MSF teams are assessing health needs in areas with destroyed infrastructure.
AUDITV2_0154,rescue_volunteering_or_donation_effort,,3,no,Reports a person leading a Florence relief effort.
AUDITV2_0155,other_relevant_information,sympathy_and_support,2,yes,Commentary argues prayer alone is insufficient without specifying an action.
AUDITV2_0156,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,3,no,Mosques will shelter Harvey victims through the holiday.
AUDITV2_0157,missing_or_found_people,other_relevant_information,2,yes,Political criticism centers on flood victims who cannot be located dead or alive.
AUDITV2_0158,caution_and_advice,displaced_people_and_evacuations,3,no,Warns of mudslides/flash floods and tells people to heed evacuation orders.
AUDITV2_0159,other_relevant_information,injured_or_dead_people,2,yes,Political comparison of disaster funding and casualty counts.
AUDITV2_0160,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Emergency services use satellite imagery to support wildfire response.
AUDITV2_0161,sympathy_and_support,,3,no,Personal message expressing concern and hope friends are safe after wildfires.
AUDITV2_0162,other_relevant_information,infrastructure_and_utility_damage,2,yes,Shares a satellite view of Houston flooding without a specific action.
AUDITV2_0163,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Commentary about prison labor used to fight wildfires.
AUDITV2_0164,caution_and_advice,injured_or_dead_people,2,yes,Uses past livestock deaths and lagoon failures to warn Florence could be worse.
AUDITV2_0165,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,States health and potable-water needs remain critical and asks for support.
AUDITV2_0166,infrastructure_and_utility_damage,,3,no,Reports severe flood damage and 3–4 foot floodwaters.
AUDITV2_0167,sympathy_and_support,,3,no,Describes a public show of support dedicated to Irma victims.
AUDITV2_0168,other_relevant_information,requests_or_urgent_needs,2,yes,Discusses compensation/housing choices faced by wildfire victims.
AUDITV2_0169,injured_or_dead_people,,3,no,Reports two possible flood-related deaths.
AUDITV2_0170,infrastructure_and_utility_damage,caution_and_advice,3,no,Highlights nursing homes lacking required backup power before Dorian.
AUDITV2_0171,sympathy_and_support,infrastructure_and_utility_damage,3,no,Thoughts and prayers for wildfire victims dominate.
AUDITV2_0172,displaced_people_and_evacuations,requests_or_urgent_needs,2,yes,Reports one million displaced plus widespread loss of electricity and drinking water.
AUDITV2_0173,other_relevant_information,injured_or_dead_people,2,yes,Compares storm paths/rainfall and cites Matthew's death toll.
AUDITV2_0174,caution_and_advice,displaced_people_and_evacuations,2,yes,Evacuation sirens and predicted tsunami waves signal an active threat.
AUDITV2_0175,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Reports homes being destroyed and people left dead in the Bahamas.
AUDITV2_0176,missing_or_found_people,displaced_people_and_evacuations,3,no,"Reports thousands of separated children, unknown missing counts and people in camps."
AUDITV2_0177,not_humanitarian,,3,no,Beer-rating joke uses 'Coastal Evacuation' as a product name.
AUDITV2_0178,caution_and_advice,other_relevant_information,3,no,Official state-of-emergency declaration ahead of Dorian signals active risk.
AUDITV2_0179,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Mentions tsunami evacuations and flood isolation after the earthquake.
AUDITV2_0180,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Mapping tools are created to help responders identify and meet vulnerable populations' needs.
AUDITV2_0181,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,2,yes,School buildings collapsed; some students were rescued and casualties feared.
AUDITV2_0182,caution_and_advice,,3,no,Preparedness tip recommends decorating a safe storm location for children.
AUDITV2_0183,injured_or_dead_people,requests_or_urgent_needs,2,yes,Says people are dying and children are hungry while appealing for US help.
AUDITV2_0184,sympathy_and_support,,3,no,Expresses disbelief and affection for New Zealand after the earthquake.
AUDITV2_0185,infrastructure_and_utility_damage,,3,no,Before-and-after photos document Harvey destruction.
AUDITV2_0186,displaced_people_and_evacuations,caution_and_advice,3,no,Explicit evacuation orders and warnings for the Camp Fire.
AUDITV2_0187,rescue_volunteering_or_donation_effort,,3,no,Reports a group rescuing a neighbor's dog from floodwaters.
AUDITV2_0188,not_humanitarian,,3,no,"Discusses an unrelated Sierra Leone mudslide, not Hurricane Irma."
AUDITV2_0189,infrastructure_and_utility_damage,other_relevant_information,2,yes,Prime minister tours wildfire-destroyed areas.
AUDITV2_0190,infrastructure_and_utility_damage,caution_and_advice,2,yes,Reports a home dangerously close to flooding.
AUDITV2_0191,injured_or_dead_people,other_relevant_information,2,yes,Political criticism emphasizes deaths from the predicted cyclone.
AUDITV2_0192,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Highlights severe Harvey damage and affected people's perseverance.
AUDITV2_0193,infrastructure_and_utility_damage,,3,no,Reports that an industrial trust had no significant Harvey damage.
AUDITV2_0194,other_relevant_information,,3,no,Generic earthquake-information bulletin with no specific impact stated.
AUDITV2_0195,other_relevant_information,infrastructure_and_utility_damage,2,yes,Business-risk report discusses growing wildfire exposure.
AUDITV2_0196,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Thoughts for Harvey-affected people dominate; sentence appears truncated before an action.
AUDITV2_0197,rescue_volunteering_or_donation_effort,caution_and_advice,2,yes,Reports wind hampering active wildfire-fighting operations.
AUDITV2_0198,caution_and_advice,displaced_people_and_evacuations,3,no,Evacuation preparedness advice tells pet owners to build an animal kit.
AUDITV2_0199,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Commentary about delivering more aid to Irma victims.
AUDITV2_0200,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Criticizes ambulance allocation away from Cyclone Idai response.
AUDITV2_0201,caution_and_advice,,3,no,"Gives concrete smoke-health guidance, stay-indoors advice and emergency instructions."
AUDITV2_0202,injured_or_dead_people,requests_or_urgent_needs,2,yes,Reports hundreds dead and many trapped by rising floodwaters.
AUDITV2_0203,caution_and_advice,other_relevant_information,2,yes,Reports coastal residents preparing for the approaching hurricane.
AUDITV2_0204,not_humanitarian,,3,no,"Reports Nagaland flooding and evacuations, not the Kerala flood event."
AUDITV2_0205,infrastructure_and_utility_damage,,3,no,Person says their gym was destroyed by Irma.
AUDITV2_0206,caution_and_advice,injured_or_dead_people,2,yes,Storm-status update warns Irma remains deadly despite downgrade.
AUDITV2_0207,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Reports friends lost their home and studio in the Camp Fire.
AUDITV2_0208,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,USACE deploys communications vehicles to support Florence response.
AUDITV2_0209,infrastructure_and_utility_damage,,3,no,"Explicitly describes damage to trees, lights, power poles and an overpass."
AUDITV2_0210,requests_or_urgent_needs,,3,no,Affected person directly asks for urgent help during Kerala flooding.
AUDITV2_0211,caution_and_advice,displaced_people_and_evacuations,2,yes,Criticizes lack of evacuation notice while emphasizing warning.
AUDITV2_0212,infrastructure_and_utility_damage,other_relevant_information,2,yes,Prime minister plans to view wildfire damage.
AUDITV2_0213,displaced_people_and_evacuations,,3,no,Explicitly reports mandatory evacuation and leaving.
AUDITV2_0214,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Warns of potential storm-surge damage to hundreds of thousands of homes.
AUDITV2_0215,other_relevant_information,displaced_people_and_evacuations,2,yes,Reports looting of homes after earthquake evacuations.
AUDITV2_0216,injured_or_dead_people,,2,yes,Angry statement attributes thousands of deaths to someone's incompetence.
AUDITV2_0217,sympathy_and_support,injured_or_dead_people,3,no,Prayer appeal dominates after reporting 12 storm deaths.
AUDITV2_0218,caution_and_advice,displaced_people_and_evacuations,3,no,Explains when not to evacuate and why roads/shelters should remain clear.
AUDITV2_0219,caution_and_advice,other_relevant_information,3,no,"Active hazard warning describes dangerous winds, surge and deadly flooding."
AUDITV2_0220,missing_or_found_people,injured_or_dead_people,3,no,Reports 82 dead and nearly 700 unaccounted for.
AUDITV2_0221,injured_or_dead_people,,2,yes,Brief statement about a flood-related death count.
AUDITV2_0222,displaced_people_and_evacuations,requests_or_urgent_needs,3,no,Reports thousands of evacuees in reception centers and need for housing.
AUDITV2_0223,missing_or_found_people,injured_or_dead_people,3,no,"Reports more than 1,000 missing and at least 71 killed."
AUDITV2_0224,infrastructure_and_utility_damage,other_relevant_information,2,yes,Political commentary explicitly concerns destruction of personal property.
AUDITV2_0225,displaced_people_and_evacuations,caution_and_advice,3,no,Announces the start time for coastal evacuations.
AUDITV2_0226,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Political criticism about diverting hurricane-relief funds.
AUDITV2_0227,infrastructure_and_utility_damage,other_relevant_information,3,no,Reports little overall damage but a creek overflowed its banks.
AUDITV2_0228,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Navy aircraft rescued stranded people from flooded areas.
AUDITV2_0229,rescue_volunteering_or_donation_effort,,3,no,Chef is feeding first responders fighting wildfires.
AUDITV2_0230,infrastructure_and_utility_damage,not_humanitarian,2,yes,"Discusses wildfire destruction of homes, though framed with inflammatory commentary."
AUDITV2_0231,caution_and_advice,other_relevant_information,3,no,Warns of flash floods and heavy rain threatening New Orleans.
AUDITV2_0232,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Explicitly says Chimanimani residents desperately need help and urges collective action.
AUDITV2_0233,requests_or_urgent_needs,,1,yes,"Urgent help appeal is clear, but the affected need is truncated."
AUDITV2_0234,rescue_volunteering_or_donation_effort,,3,no,Military and police are distributing free food to people recovering from Irma.
AUDITV2_0235,injured_or_dead_people,sympathy_and_support,3,no,Reports two earthquake deaths with RIP sentiment.
AUDITV2_0236,caution_and_advice,other_relevant_information,2,yes,Urges a specific protective response to alleged threats in hurricane-affected areas.
AUDITV2_0237,rescue_volunteering_or_donation_effort,injured_or_dead_people,3,no,Calls for immediate approval of an aid package because people are dying.
AUDITV2_0238,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Credits educators with saving lives and reducing the wildfire death toll.
AUDITV2_0239,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Directly asks FDNY to help with the wildfire.
AUDITV2_0240,infrastructure_and_utility_damage,other_relevant_information,2,yes,Describes flood-hit village and widespread wreckage.
AUDITV2_0241,displaced_people_and_evacuations,injured_or_dead_people,2,yes,"Reports deaths, thousands displaced and severe cyclone flooding."
AUDITV2_0242,rescue_volunteering_or_donation_effort,,3,no,Animal-rescue update during the Alberta wildfire.
AUDITV2_0243,caution_and_advice,requests_or_urgent_needs,3,no,Explains limited drinking-water supply and tells residents to conserve water.
