annotation_id,primary_label,secondary_label,confidence,ambiguous,reason
PILOTV2_026,other_relevant_information,,3,no,Reports Maria hitting Puerto Rico with record flooding.
PILOTV2_027,rescue_volunteering_or_donation_effort,,3,no,Reports donations reaching intended recipients and ongoing aid work.
PILOTV2_028,injured_or_dead_people,missing_or_found_people,3,no,Explicit death toll plus mention of an unaccounted-person list.
PILOTV2_029,rescue_volunteering_or_donation_effort,,3,no,Reports a monetary flood-relief contribution.
PILOTV2_030,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,"Highlights evacuees and residents in emergency conditions, then notes interest in helping."
PILOTV2_031,not_humanitarian,,3,no,Joke/metaphor about personal financial damage from the hurricane.
PILOTV2_032,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Main intent is urging help for people who lost everything; also recounts severe property loss.
PILOTV2_033,rescue_volunteering_or_donation_effort,,3,no,Points to relief and recovery flights.
PILOTV2_034,rescue_volunteering_or_donation_effort,,2,no,Describes people reaching out to help others in need.
PILOTV2_035,rescue_volunteering_or_donation_effort,,3,no,Promotes an event organized for Harvey relief.
PILOTV2_036,infrastructure_and_utility_damage,other_relevant_information,2,yes,"Broad statement that the country is being destroyed, implying physical disaster impact."
PILOTV2_037,rescue_volunteering_or_donation_effort,,3,no,Reports a search-and-rescue team assisting the wildfire response.
PILOTV2_038,infrastructure_and_utility_damage,,3,no,Reports flood impacts on student housing properties.
PILOTV2_039,infrastructure_and_utility_damage,,3,no,Explicitly reports a bridge destroyed by floodwaters.
PILOTV2_040,injured_or_dead_people,sympathy_and_support,3,no,Explicitly says people died by being burned alive while condemning gloating.
PILOTV2_041,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,"Includes deaths and displacement, but culminates in active assistance and a donation appeal."
PILOTV2_042,rescue_volunteering_or_donation_effort,,3,no,Direct donation appeal to the Red Cross for Harvey victims.
PILOTV2_043,infrastructure_and_utility_damage,caution_and_advice,2,yes,Potential contamination threatens the municipal water supply.
PILOTV2_044,other_relevant_information,,3,no,Points to aerial imagery documenting Irma impact areas without a more specific claim.
PILOTV2_045,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,"Mixed impact summary dominated by power loss, rising water and environmental infrastructure damage."
PILOTV2_046,caution_and_advice,displaced_people_and_evacuations,3,no,Explicit tsunami warning instructing people to evacuate to higher ground.
PILOTV2_047,infrastructure_and_utility_damage,other_relevant_information,3,no,Reports a town and surrounding areas devastated by the Camp Fire.
PILOTV2_048,rescue_volunteering_or_donation_effort,,3,no,Rescue unit is prepared to deploy aid after Florence.
PILOTV2_049,caution_and_advice,sympathy_and_support,2,yes,Mentions an ongoing tsunami threat and directs readers to further advice.
PILOTV2_050,displaced_people_and_evacuations,,3,no,Lists pet-friendly shelters for families evacuating during Irma.
