annotation_id,primary_label,secondary_label,confidence,ambiguous,reason
AUDITV2_0056,rescue_volunteering_or_donation_effort,,3,no,Direct call to donate to Red Cross wildfire relief.
AUDITV2_0057,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Airmen assess damage and evacuate civilians at an air base.
AUDITV2_0058,requests_or_urgent_needs,not_humanitarian,2,yes,"Asks for coffee to be sent to storm-affected area, somewhat lighthearted."
AUDITV2_0059,displaced_people_and_evacuations,injured_or_dead_people,1,yes,Mentions people fleeing homes and dying amid political criticism.
AUDITV2_0060,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Offers a team's help line for earthquake-affected people.
AUDITV2_0061,rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Calls on others to pray and consider helping with Harvey relief.
AUDITV2_0062,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Details a political dispute over central government rejecting Kerala's aid requests.
AUDITV2_0063,not_humanitarian,,3,no,"Off-topic personal comment about wanting rain, unrelated to the hurricane."
AUDITV2_0064,rescue_volunteering_or_donation_effort,not_humanitarian,1,yes,"Vague plea to retweet and spread the word, low specificity."
AUDITV2_0065,rescue_volunteering_or_donation_effort,,3,no,School district providing free meals to students after the flooding.
AUDITV2_0066,other_relevant_information,not_humanitarian,2,yes,Criticizes threatened aid cuts to California/Puerto Rico amid unrelated political tangents.
AUDITV2_0067,infrastructure_and_utility_damage,,3,no,"Reports mostly moderate damage, including a broken glass."
AUDITV2_0068,infrastructure_and_utility_damage,other_relevant_information,2,yes,Reports widespread agriculture losses and billions in damage after Irma.
AUDITV2_0069,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Offers prayers and a vague readiness to support those in the storm's path.
AUDITV2_0070,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Requests public participation in a felt-earthquake citizen science report.
AUDITV2_0071,displaced_people_and_evacuations,other_relevant_information,2,yes,Reports waivers created for players displaced by the hurricane.
AUDITV2_0072,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Hopes people stay safe and vaguely offers to look into ways to help.
AUDITV2_0073,caution_and_advice,displaced_people_and_evacuations,2,yes,Reports an evacuation order issued ahead of the hurricane.
AUDITV2_0074,caution_and_advice,,3,no,Reports a new storm threat prompting weather watches in Irma-hit areas.
AUDITV2_0075,sympathy_and_support,,2,yes,Personal reflection referencing thoughts and prayers working out.
AUDITV2_0076,other_relevant_information,infrastructure_and_utility_damage,2,yes,Personal status update noting no flooding or power loss at that location.
AUDITV2_0077,sympathy_and_support,infrastructure_and_utility_damage,1,yes,Prayer for people facing both a bridge collapse and the Kerala floods.
AUDITV2_0078,missing_or_found_people,injured_or_dead_people,2,yes,Reports over 500 still missing alongside the rising wildfire death toll.
AUDITV2_0079,caution_and_advice,,3,no,Explicit instruction for residents to move to safety due to dam release.
AUDITV2_0080,rescue_volunteering_or_donation_effort,,2,yes,Personal appeal asking a public figure to donate more to flood relief.
AUDITV2_0081,other_relevant_information,not_humanitarian,2,yes,"Reports an unrelated minor earthquake, off-topic to the labeled hurricane."
AUDITV2_0082,requests_or_urgent_needs,displaced_people_and_evacuations,2,yes,Personally asks where to evacuate to and requests help for two nights.
AUDITV2_0083,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Appeals directly to the president to send help to Puerto Rico.
AUDITV2_0084,caution_and_advice,other_relevant_information,2,yes,Storm status update noting it is still moving toward the coast.
AUDITV2_0085,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Praises a store's stocked shelves and response ahead of the storm.
AUDITV2_0086,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Complains a company isn't responding to help wildfire victims.
AUDITV2_0087,caution_and_advice,,3,no,Reminds family to stay safe given the strong earthquake.
AUDITV2_0088,other_relevant_information,caution_and_advice,1,yes,Describes rising floodwater and a risky river activity during the storm.
AUDITV2_0089,requests_or_urgent_needs,not_humanitarian,2,yes,Sarcastic-sounding but expresses a genuine need for outside assistance.
AUDITV2_0090,infrastructure_and_utility_damage,other_relevant_information,2,yes,Schools remain closed due to hurricane damage.
AUDITV2_0091,injured_or_dead_people,other_relevant_information,2,yes,Claims the true death toll is being underreported by the government.
AUDITV2_0092,injured_or_dead_people,sympathy_and_support,2,yes,States 11 people died with accompanying prayers for their families.
AUDITV2_0093,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Political criticism of officials' handling of hurricane aid.
AUDITV2_0094,requests_or_urgent_needs,,3,no,Personal urgent request for help obtaining a generator before the storm.
AUDITV2_0095,rescue_volunteering_or_donation_effort,,3,no,Direct call/question on how to help wildfire-affected people.
AUDITV2_0096,other_relevant_information,caution_and_advice,2,yes,Reports the storm's ongoing path lashing another country.
AUDITV2_0097,rescue_volunteering_or_donation_effort,,3,no,NGO coordinating disaster relief efforts with civil defense.
AUDITV2_0098,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Praises compassion shown toward wildfire victims and evacuees.
AUDITV2_0099,injured_or_dead_people,sympathy_and_support,2,yes,States the death toll at 39 alongside prayers for victims and heroes.
AUDITV2_0100,infrastructure_and_utility_damage,caution_and_advice,2,yes,Notes major damage already done to the Bahamas and discusses the storm's forecast track.
AUDITV2_0101,other_relevant_information,,3,no,Reports a minor earthquake with no damage.
AUDITV2_0102,displaced_people_and_evacuations,other_relevant_information,2,yes,Political figure visits victims at a flood relief camp.
AUDITV2_0103,missing_or_found_people,injured_or_dead_people,2,yes,Reports 203 missing and a death toll of 88 from the wildfire.
AUDITV2_0104,caution_and_advice,infrastructure_and_utility_damage,2,yes,Recommends infrastructure design changes to prevent future flood damage.
AUDITV2_0105,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Appeals for assistance to the obliterated Bahamian government.
AUDITV2_0106,requests_or_urgent_needs,other_relevant_information,2,yes,Stranded tourists turning to social media for help after the earthquake.
AUDITV2_0107,caution_and_advice,,3,no,Warns that floodwater can be dangerous and urges caution.
AUDITV2_0108,rescue_volunteering_or_donation_effort,injured_or_dead_people,1,yes,Criticizes regional body's silence/inaction on cyclone response amid deaths.
AUDITV2_0109,caution_and_advice,infrastructure_and_utility_damage,2,yes,"Reports a river approaching major flooding, an active threat status."
AUDITV2_0110,rescue_volunteering_or_donation_effort,,3,no,Retweet campaign tied to a corporate donation for fire recovery.
AUDITV2_0111,requests_or_urgent_needs,,3,no,"Lists specific needed items: clothes, food, toiletries, baby items."
AUDITV2_0112,not_humanitarian,,3,no,Sports joke comparing a football play to hurricane damage.
AUDITV2_0113,caution_and_advice,rescue_volunteering_or_donation_effort,2,yes,Shares recovery tips and resource links after the hurricane.
AUDITV2_0114,caution_and_advice,other_relevant_information,2,yes,Criticizes authorities for not warning people to move to safety in time.
AUDITV2_0115,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,References ongoing support for employees and people evacuated by the wildfire.
AUDITV2_0116,rescue_volunteering_or_donation_effort,missing_or_found_people,2,yes,Aid workers widen search operation for cyclone survivors.
AUDITV2_0117,other_relevant_information,infrastructure_and_utility_damage,2,yes,Critiques nursing homes' lack of emergency power plan compliance.
AUDITV2_0118,rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Thanks an official for leading the hurricane relief effort.
AUDITV2_0119,rescue_volunteering_or_donation_effort,,3,no,Reports concrete emergency funding approved for wildfire evacuees.
AUDITV2_0120,sympathy_and_support,,3,no,Foreign leader sends a condolence message to affected nations.
AUDITV2_0121,sympathy_and_support,not_humanitarian,1,yes,Ends with a safety prayer for hurricane-path residents amid unrelated postcard content.
AUDITV2_0122,infrastructure_and_utility_damage,sympathy_and_support,2,yes,"Recounts a woman's home destroyed in a past wildfire, with a resilience message."
AUDITV2_0123,other_relevant_information,,3,no,Points to a general information resource about ongoing wildfires.
AUDITV2_0124,sympathy_and_support,not_humanitarian,2,yes,Expresses thoughts for hurricane victims alongside an unrelated song reference.
AUDITV2_0125,rescue_volunteering_or_donation_effort,,3,no,Fire department calling up swift water rescue teams for deployment.
AUDITV2_0126,other_relevant_information,,3,no,Statistical comparison illustrating the fire's size.
AUDITV2_0127,caution_and_advice,,3,no,Active severe thunderstorm warning issued for the area.
AUDITV2_0128,displaced_people_and_evacuations,sympathy_and_support,2,yes,Notes evacuees beginning to return home as rebuilding starts.
AUDITV2_0129,other_relevant_information,infrastructure_and_utility_damage,2,yes,Personal comparative relief that damage was less severe than prior storms.
AUDITV2_0130,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,US Navy evacuates residents from a storm-devastated island.
AUDITV2_0131,injured_or_dead_people,other_relevant_information,2,yes,Compares death tolls across different hurricanes.
AUDITV2_0132,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Official conducts an aerial survey of flood-hit areas.
AUDITV2_0133,missing_or_found_people,requests_or_urgent_needs,2,yes,Reports thousands missing and millions destitute without food or services.
AUDITV2_0134,caution_and_advice,displaced_people_and_evacuations,2,yes,Reports an evacuation order and state of emergency due to wildfires.
AUDITV2_0135,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Reaches out offering evacuation assistance to tagged users.
AUDITV2_0136,rescue_volunteering_or_donation_effort,not_humanitarian,1,yes,Job posting recruiting consultants for hurricane response work.
AUDITV2_0137,other_relevant_information,caution_and_advice,2,yes,General commentary linking storm intensity to climate change.
AUDITV2_0138,rescue_volunteering_or_donation_effort,not_humanitarian,2,yes,Humorous but genuine call to help save animals after the quake.
AUDITV2_0139,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Describes destroyed homes and links to a way to help those in need.
AUDITV2_0140,injured_or_dead_people,caution_and_advice,1,yes,Reports 210 dead alongside a rain alert and restoration focus.
AUDITV2_0141,injured_or_dead_people,sympathy_and_support,2,yes,"Reports a mother and baby killed among 11 total deaths, with prayer."
AUDITV2_0142,rescue_volunteering_or_donation_effort,,3,no,Grocers providing support to those affected by the wildfire.
AUDITV2_0143,sympathy_and_support,,3,no,"Thoughts and prayers extended to those affected, including a specific tribe."
AUDITV2_0144,other_relevant_information,caution_and_advice,2,yes,Technical forecast note about the storm's track relative to a buoy.
AUDITV2_0145,caution_and_advice,other_relevant_information,2,yes,Reports five simultaneous tornado warnings amid the hurricane.
AUDITV2_0146,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Criticizes a leader's hypocrisy in requesting aid while traveling luxuriously.
AUDITV2_0147,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Describes catastrophic destruction inside a house with an infant present.
AUDITV2_0148,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,2,yes,Notes mail service disruption and USPS's early-delivery response effort.
AUDITV2_0149,infrastructure_and_utility_damage,displaced_people_and_evacuations,1,yes,Video title referencing both evacuation and devastation from the storm.
AUDITV2_0150,caution_and_advice,,3,no,Active extreme wind warning issued for the hurricane's eyewall.
AUDITV2_0151,caution_and_advice,other_relevant_information,2,yes,Describes preparedness lessons applied ahead of the cyclone.
AUDITV2_0152,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Announces an emergency coordination meeting for flood response.
AUDITV2_0153,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Aid group conducts outreach to assess needs where infrastructure was destroyed.
AUDITV2_0154,rescue_volunteering_or_donation_effort,,3,no,Individual spearheading a hurricane relief effort.
AUDITV2_0155,other_relevant_information,requests_or_urgent_needs,2,yes,Comments that more than thoughts and prayers are needed to help.
AUDITV2_0156,displaced_people_and_evacuations,,3,no,Mosques will shelter hurricane victims through the holiday.
AUDITV2_0157,missing_or_found_people,other_relevant_information,2,yes,Notes people cannot be located dead or alive amid political criticism.
AUDITV2_0158,caution_and_advice,,3,no,Advises heeding evacuation orders given high mudslide/flooding risk.
AUDITV2_0159,other_relevant_information,injured_or_dead_people,1,yes,Political comparison of disaster death tolls and government funding amounts.
AUDITV2_0160,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Describes satellite imagery technology used to help fight the wildfires.
AUDITV2_0161,sympathy_and_support,,2,yes,Personal check-in expressing concern for someone after the wildfires.
AUDITV2_0162,other_relevant_information,,3,no,"Shares imagery of flooding seen from space, informational."
AUDITV2_0163,other_relevant_information,not_humanitarian,2,yes,Social commentary about prison labor used in firefighting.
AUDITV2_0164,infrastructure_and_utility_damage,other_relevant_information,2,yes,"Historical comparison of hog industry damage, forecasting worse from current storm."
AUDITV2_0165,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Describes an ongoing health/water crisis and links to a support option.
AUDITV2_0166,infrastructure_and_utility_damage,,3,no,Describes flood damage scenes in a specific county.
AUDITV2_0167,sympathy_and_support,not_humanitarian,2,yes,Entertainment dedication as a show of support to hurricane victims.
AUDITV2_0168,other_relevant_information,requests_or_urgent_needs,2,yes,Describes a difficult compensation choice facing wildfire victims.
AUDITV2_0169,injured_or_dead_people,,3,no,Reports two more possible (unconfirmed) deaths in floodwaters.
AUDITV2_0170,infrastructure_and_utility_damage,other_relevant_information,2,yes,Reports nursing homes still lacking sufficient backup power capacity.
AUDITV2_0171,sympathy_and_support,,3,no,Expresses sadness and prayers for wildfire victims.
AUDITV2_0172,displaced_people_and_evacuations,infrastructure_and_utility_damage,1,yes,Cites an estimated 1 million displaced alongside widespread utility outages.
AUDITV2_0173,injured_or_dead_people,other_relevant_information,2,yes,References a prior storm's death toll while comparing rainfall paths.
AUDITV2_0174,caution_and_advice,displaced_people_and_evacuations,2,yes,Describes active tsunami evacuation sirens and wave height predictions.
AUDITV2_0175,infrastructure_and_utility_damage,injured_or_dead_people,1,yes,"Describes homes wiped out and many dead, tied to climate commentary."
AUDITV2_0176,missing_or_found_people,displaced_people_and_evacuations,2,yes,Reports thousands of children separated from parents and people in camps.
AUDITV2_0177,not_humanitarian,,3,no,"Beer pun using the phrase 'coastal evacuation', not about the actual disaster."
AUDITV2_0178,caution_and_advice,,3,no,Mayor declares a state of emergency ahead of the hurricane.
AUDITV2_0179,infrastructure_and_utility_damage,displaced_people_and_evacuations,1,yes,Describes being cut off by floods after earthquake and tsunami evacuations.
AUDITV2_0180,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Mapping tool created specifically to aid responders reaching vulnerable people.
AUDITV2_0181,infrastructure_and_utility_damage,injured_or_dead_people,1,yes,Building collapse at a school with some rescued but fears of further loss.
AUDITV2_0182,caution_and_advice,other_relevant_information,2,yes,Preparedness tip suggesting an activity for kids ahead of storms.
AUDITV2_0183,requests_or_urgent_needs,injured_or_dead_people,1,yes,"Describes hungry, scared children praying for help amid deaths."
AUDITV2_0184,sympathy_and_support,,2,yes,"Shocked, sympathetic reaction to the earthquake happening again."
AUDITV2_0185,infrastructure_and_utility_damage,,3,no,Before-and-after photos showing the hurricane's destruction.
AUDITV2_0186,caution_and_advice,,3,no,Lists active evacuation orders and warnings for the wildfire.
AUDITV2_0187,rescue_volunteering_or_donation_effort,,3,no,Video of a group rescuing a dog from floodwaters.
AUDITV2_0188,injured_or_dead_people,displaced_people_and_evacuations,2,yes,Cites a different disaster's death toll and displacement figures for comparison.
AUDITV2_0189,other_relevant_information,infrastructure_and_utility_damage,2,yes,Official visit touring wildfire-destroyed areas.
AUDITV2_0190,infrastructure_and_utility_damage,caution_and_advice,2,yes,Notes a specific home dangerously close to flooding.
AUDITV2_0191,injured_or_dead_people,other_relevant_information,2,yes,Criticizes a leader's travel timing given the cyclone's death toll.
AUDITV2_0192,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Describes mind-boggling damage and resilience of affected people.
AUDITV2_0193,infrastructure_and_utility_damage,,3,no,Company reports no significant damage from the hurricane.
AUDITV2_0194,other_relevant_information,caution_and_advice,2,yes,"Official earthquake information bulletin, general disaster info."
AUDITV2_0195,other_relevant_information,,3,no,"Reports businesses grappling with growing wildfire risk, informational."
AUDITV2_0196,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,"Asks people to keep affected residents in thoughts, hinting at a call to help."
AUDITV2_0197,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Wind hampering firefighting efforts on a large wildfire.
AUDITV2_0198,caution_and_advice,displaced_people_and_evacuations,2,yes,Advises building a pet kit in case of wildfire evacuation.
AUDITV2_0199,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Sarcastic commentary on the effectiveness of aid delivery to victims.
AUDITV2_0200,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Criticizes misallocation of ambulances away from cyclone-affected citizens.
AUDITV2_0201,caution_and_advice,,3,no,Health warning about wildfire smoke with explicit safety instructions.
AUDITV2_0202,injured_or_dead_people,rescue_volunteering_or_donation_effort,2,yes,Footage of rescuers alongside a report of hundreds dead and trapped.
AUDITV2_0203,caution_and_advice,other_relevant_information,2,yes,Reports residents preparing ahead of the storm's arrival.
AUDITV2_0204,displaced_people_and_evacuations,,3,no,Reports thousands of families evacuated due to floods and power cuts.
AUDITV2_0205,infrastructure_and_utility_damage,not_humanitarian,2,yes,Personal mention that a gym was destroyed in the hurricane.
AUDITV2_0206,caution_and_advice,other_relevant_information,2,yes,Reports the storm's downgraded status still carrying a deadly path.
AUDITV2_0207,infrastructure_and_utility_damage,,3,no,Reports a home and studio lost to the wildfire.
AUDITV2_0208,rescue_volunteering_or_donation_effort,,3,no,Army deploys mobile units to assist communication during the hurricane.
AUDITV2_0209,infrastructure_and_utility_damage,,3,no,"Describes visible damage to trees, power lines, and an overpass."
AUDITV2_0210,requests_or_urgent_needs,,3,no,Direct appeal for help suffering from the flood.
AUDITV2_0211,caution_and_advice,other_relevant_information,2,yes,Complains about lack of evacuation notice prior to the hurricane's arrival.
AUDITV2_0212,other_relevant_information,infrastructure_and_utility_damage,2,yes,Reports an official visit to view wildfire damage.
AUDITV2_0213,displaced_people_and_evacuations,,3,no,Personal account of complying with a mandatory evacuation.
AUDITV2_0214,infrastructure_and_utility_damage,caution_and_advice,2,yes,Forecasts storm surge damage risk to hundreds of thousands of homes.
AUDITV2_0215,other_relevant_information,caution_and_advice,2,yes,Reports looting of evacuated houses after the earthquake.
AUDITV2_0216,injured_or_dead_people,other_relevant_information,1,yes,Angry claim of thousands dying attributed to government incompetence.
AUDITV2_0217,injured_or_dead_people,sympathy_and_support,2,yes,Reports 12 dead and asks for prayers for storm victims.
AUDITV2_0218,caution_and_advice,other_relevant_information,2,yes,Describes following an official non-mandatory evacuation zone guidance.
AUDITV2_0219,caution_and_advice,,3,no,Active warning describing the storm's dangerous wind and flooding threat.
AUDITV2_0220,injured_or_dead_people,missing_or_found_people,2,yes,Reports 82 dead and nearly 700 unaccounted for from the wildfire.
AUDITV2_0221,injured_or_dead_people,other_relevant_information,2,yes,Sarcastic minimization referencing the flood death count.
AUDITV2_0222,displaced_people_and_evacuations,,3,no,Reports evacuees in reception centers with government seeking housing.
AUDITV2_0223,missing_or_found_people,injured_or_dead_people,2,yes,"Reports over 1,000 missing and at least 71 killed in the wildfire."
AUDITV2_0224,other_relevant_information,not_humanitarian,1,yes,Vague sarcastic political remark about destroyed personal property.
AUDITV2_0225,caution_and_advice,displaced_people_and_evacuations,2,yes,Reports coastal evacuations starting at a specific time.
AUDITV2_0226,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Criticizes a plan to divert hurricane relief funds elsewhere.
AUDITV2_0227,infrastructure_and_utility_damage,other_relevant_information,2,yes,Personal report of a creek overflowing its banks with minimal damage.
AUDITV2_0228,rescue_volunteering_or_donation_effort,,3,no,Navy helicopter picking up stranded persons in flood-hit areas.
AUDITV2_0229,rescue_volunteering_or_donation_effort,,3,no,Celebrity chef helping feed first responders fighting the wildfires.
AUDITV2_0230,not_humanitarian,infrastructure_and_utility_damage,2,yes,Politically charged rant blaming immigrants for wildfire risk factors.
AUDITV2_0231,caution_and_advice,infrastructure_and_utility_damage,2,yes,Active threat update on flash flood risk to a major city.
AUDITV2_0232,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,States people are in desperate need of help and calls to join together.
AUDITV2_0233,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,1,yes,Vague urgent call stating people need help.
AUDITV2_0234,rescue_volunteering_or_donation_effort,,3,no,Troops and police giving out free food to hurricane survivors.
AUDITV2_0235,injured_or_dead_people,sympathy_and_support,2,yes,Reports two deaths from the earthquake with a memorial tag.
AUDITV2_0236,other_relevant_information,not_humanitarian,1,yes,"Inflammatory, unverified claim of racially motivated violence during the storm."
AUDITV2_0237,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Urges calling senators to approve an aid package immediately.
AUDITV2_0238,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Praises educators' rescue efforts that reduced the death toll.
AUDITV2_0239,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Direct appeal asking a fire department for wildfire help.
AUDITV2_0240,other_relevant_information,infrastructure_and_utility_damage,2,yes,Human interest piece on a village amid flood wreckage.
AUDITV2_0241,displaced_people_and_evacuations,injured_or_dead_people,1,yes,Reports flooding took lives and displaced thousands en route to Beira.
AUDITV2_0242,rescue_volunteering_or_donation_effort,,3,no,Animal welfare group posting wildfire rescue updates.
AUDITV2_0243,caution_and_advice,infrastructure_and_utility_damage,2,yes,Advises continued water conservation while tankers refill reservoirs.
