AUDITV2_0234,rescue_volunteering_or_donation_effort,,3,no,Military and police are distributing free food to people recovering from Irma.
AUDITV2_0235,injured_or_dead_people,sympathy_and_support,3,no,Reports two earthquake deaths with RIP sentiment.
AUDITV2_0236,caution_and_advice,other_relevant_information,2,yes,Urges a specific protective response to alleged threats in hurricane-affected areas.
AUDITV2_0237,rescue_volunteering_or_donation_effort,injured_or_dead_people,3,no,Calls for immediate approval of an aid package because people are dying.
AUDITV2_0238,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Credits educators with saving lives and reducing the wildfire death toll.
AUDITV2_0239,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Directly asks FDNY to help with the wildfire.
AUDITV2_0240,infrastructure_and_utility_damage,other_relevant_information,2,yes,Describes flood-hit village and widespread wreckage.
AUDITV2_0241,displaced_people_and_evacuations,injured_or_dead_people,2,yes,"Reports deaths, thousands displaced and severe cyclone flooding."
AUDITV2_0242,rescue_volunteering_or_donation_effort,,3,no,Animal-rescue update during the Alberta wildfire.
AUDITV2_0243,caution_and_advice,requests_or_urgent_needs,3,no,Explains limited drinking-water supply and tells residents to conserve water.
AUDITV2_0244,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,School workers kept emergency shelters operating during Irma.
AUDITV2_0245,not_humanitarian,,3,no,"Joke about disrupted golfing supplies, not humanitarian information."
AUDITV2_0246,injured_or_dead_people,other_relevant_information,3,no,Explicitly references Maria's growing death toll and crisis.
AUDITV2_0247,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Describes personally giving money for food to someone in need during Dorian.
AUDITV2_0248,missing_or_found_people,rescue_volunteering_or_donation_effort,3,no,Volunteers are trained to locate separated relatives and restore family links.
AUDITV2_0249,caution_and_advice,,3,no,Provides post-flood safety guidance about damaged firearms and ammunition.
AUDITV2_0250,sympathy_and_support,displaced_people_and_evacuations,1,yes,"Gratitude after an Irma evacuation, but the tweet is truncated."
AUDITV2_0251,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Business leaders and a congresswoman meet about Hurricane Maria relief.
AUDITV2_0252,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,"Reports hospital damage, deaths/injuries and patients needing help."
AUDITV2_0253,caution_and_advice,other_relevant_information,3,no,Court order sets a dam water-level limit during Kerala flooding.
AUDITV2_0254,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Announces an official update on FEMA and DoD relief efforts.
AUDITV2_0255,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,Flood-damaged senior couple is explicitly described as having immediate needs.
AUDITV2_0256,other_relevant_information,caution_and_advice,2,yes,Promotes an update on whether cooler weather may bring wildfire relief.
AUDITV2_0257,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Commentary disputes why disaster aid was rescinded.
AUDITV2_0258,caution_and_advice,rescue_volunteering_or_donation_effort,3,no,FAA safety notice tells people to keep rescue airspace clear.
AUDITV2_0259,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Directly states devastated Puerto Rico residents need help.
AUDITV2_0260,infrastructure_and_utility_damage,other_relevant_information,3,no,Media tour documents wildfire damage.
AUDITV2_0261,caution_and_advice,other_relevant_information,2,yes,Reports wildfire smoke affecting another area and notes no air-quality warning yet.
AUDITV2_0262,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Direct appeal for relief to help wildfire evacuees.
AUDITV2_0263,missing_or_found_people,caution_and_advice,3,no,Leads with missing children while aid agencies warn conditions are worsening.
AUDITV2_0264,displaced_people_and_evacuations,,3,no,Provides a list of pet-friendly Florence shelters.
AUDITV2_0265,requests_or_urgent_needs,,2,yes,Very brief explicit statement that help is needed in Puerto Rico.
AUDITV2_0266,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Encouraging recovery message urges Puerto Rico back to work.
AUDITV2_0267,other_relevant_information,infrastructure_and_utility_damage,2,yes,Analysis about dams and flood control during Kerala flooding.
AUDITV2_0268,not_humanitarian,,3,no,Describes an Arcata forest fire unrelated to Hurricane Irma.
AUDITV2_0269,caution_and_advice,infrastructure_and_utility_damage,3,no,Calls for a functioning tsunami warning siren system.
AUDITV2_0270,caution_and_advice,injured_or_dead_people,2,yes,Warns rivers continue rising and further deaths are feared.
AUDITV2_0271,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Urgent appeal to help people living on the coast after earthquake.
AUDITV2_0272,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Educators evacuated more than 100 students to safety and reunited families.
AUDITV2_0273,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Reports a high-seas rescue of 620 guests stranded after Irma.
AUDITV2_0274,injured_or_dead_people,caution_and_advice,3,no,Reports 42 deaths and more victims expected as fire threat eases.
AUDITV2_0275,rescue_volunteering_or_donation_effort,,3,no,Reports a substantial corporate donation for Kerala flood recovery.
AUDITV2_0276,not_humanitarian,sympathy_and_support,2,yes,"Prayers concern South Asia flooding, not Hurricane Harvey."
AUDITV2_0277,caution_and_advice,other_relevant_information,3,no,Warns Dorian could become a monster storm under a statewide emergency.
AUDITV2_0278,displaced_people_and_evacuations,caution_and_advice,3,no,Compilation of Florence evacuation orders.
AUDITV2_0279,caution_and_advice,other_relevant_information,3,no,Explains wildfire suppression by backfires and counters misinformation.
AUDITV2_0280,displaced_people_and_evacuations,caution_and_advice,3,no,Advocates pet accommodations for people evacuating Florence.
AUDITV2_0281,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,Direct donation appeal for relatives who lost everything to Florence.
AUDITV2_0282,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Speculates about theft of Cyclone Idai donations.
AUDITV2_0283,injured_or_dead_people,,3,no,Reports governor saying there are no Maria deaths.
AUDITV2_0284,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Urges people to help other Harvey-devastated communities.
AUDITV2_0285,caution_and_advice,other_relevant_information,3,no,"Forecast update describes Irma's track, rain and wind conditions."
AUDITV2_0286,rescue_volunteering_or_donation_effort,,3,no,Organizes a cargo plane to support Puerto Rico relief.
AUDITV2_0287,other_relevant_information,,3,no,Compares Katrina and Harvey rainfall volumes.
AUDITV2_0288,caution_and_advice,,3,no,Official marine warning tells fishermen not to venture into rough seas.
AUDITV2_0289,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Connects people needing post-Harvey help with those offering assistance.
AUDITV2_0290,requests_or_urgent_needs,sympathy_and_support,3,no,States victims remain trapped and explicitly says help is needed.
AUDITV2_0291,not_humanitarian,,3,no,Meme-like complaint about food stamps with hurricane hashtags.
AUDITV2_0292,sympathy_and_support,caution_and_advice,3,no,Safety wish and hope for minimal damage.
AUDITV2_0293,caution_and_advice,requests_or_urgent_needs,3,no,Directs people needing hurricane supplies to a store with available essentials.
AUDITV2_0294,infrastructure_and_utility_damage,other_relevant_information,2,yes,Personal recollection of observing Hurricane Andrew damage.
AUDITV2_0295,caution_and_advice,sympathy_and_support,2,yes,Warns of post-cyclone disease risks and asks for prayer.
AUDITV2_0296,requests_or_urgent_needs,displaced_people_and_evacuations,3,no,"Child explicitly requests books, food and more tents for displaced family."
AUDITV2_0297,displaced_people_and_evacuations,,3,no,Special-needs Irma evacuees are housed in a shelter.
AUDITV2_0298,displaced_people_and_evacuations,caution_and_advice,3,no,Homes are actively being evacuated because water rose rapidly.
AUDITV2_0299,infrastructure_and_utility_damage,other_relevant_information,2,yes,"Hashtags indicate severe flooding, power and water loss in Florence discussion."
AUDITV2_0300,other_relevant_information,requests_or_urgent_needs,1,yes,Generic supply-and-demand commentary references immediate need but lacks crisis context.
