batch_id,annotation_id,review_priority,event,tweet_text,humaid_label,gpt4o_label,model_top_label,final_primary_label,review_action,review_notes,researcher_confirmation,confirmation_date_utc
batch_002,AUDITV2_0136,P1_unanimous_models_disagree_with_HumAID,hurricane_florence_2018,TigerSwan is looking for self sufficient Risk Management Consultants to assist with Hurricane Florence on a short-term basis. #riskmanagement #operations #hurricane Check out the posting below!,requests_or_urgent_needs,not_humanitarian,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0140,P1_unanimous_models_disagree_with_HumAID,kerala_floods_2018,#Kerala #Flood 2018 #LIVE #Updates: Heavy #rain alert in some areas over 24 hours as focus shifts to restoration; 210 dead so far,caution_and_advice,injured_or_dead_people,injured_or_dead_people,caution_and_advice,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0142,P1_unanimous_models_disagree_with_HumAID,canada_wildfires_2016,#Canadian #grocers @LoblawsON @saveonfoods @sobeys &amp; @WalmartCanada providing support to those affected by #YMMFire,sympathy_and_support,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,sympathy_and_support,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0144,P1_unanimous_models_disagree_with_HumAID,hurricane_maria_2017,The center of Hurricane #Maria is forecast to pass just west of a NOAA tsunami buoy sunrise Tues. Latest Pic:,not_humanitarian,caution_and_advice,other_relevant_information,caution_and_advice,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0145,P1_unanimous_models_disagree_with_HumAID,hurricane_harvey_2017,FIVE TORNADO WARNINGS AT ONCE??? SCREW YOU #HurricaneHarvey ὢC,not_humanitarian,caution_and_advice,caution_and_advice,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0146,P1_unanimous_models_disagree_with_HumAID,cyclone_idai_2019,"Well, I suppose it’s rather tough to hold out a begging bowl for aid when you hop around the world and between Harare &amp; Bulawayo in supremely luxurious private jet. Ὀ5ἿC",not_humanitarian,not_humanitarian,other_relevant_information,not_humanitarian,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0152,P1_unanimous_models_disagree_with_HumAID,kerala_floods_2018,2nd IAG EMERGENCY CO-ORDINATION MEETING FOR IDUKKI IS SCHEDULED TODAY i.e. 4TH SEP 2018 | 3PM TO 5PM #KeralaFlood #RebuildKerala,other_relevant_information,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0156,P1_unanimous_models_disagree_with_HumAID,hurricane_harvey_2017,#Houston Muslim group leader👉🏼mosques will shelter #Harvey victims through #EidAlAdha holiday. We will pray in the parking lot instead😢🇺🇸,sympathy_and_support,displaced_people_and_evacuations,displaced_people_and_evacuations,sympathy_and_support,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0158,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,"Heavy rain is forecast in California beginning today, including in areas recently devastated by wildfires, making the risk of mudslides and flash flooding high. Make sure to heed all evacuation orders by local officials, and please stay safe.",displaced_people_and_evacuations,caution_and_advice,caution_and_advice,caution_and_advice,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0163,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,"Reminder that California’s wildfires are being fought with slave labor, and that the prison system exists for this purpose alone.",not_humanitarian,other_relevant_information,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0167,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,"Miss America 2018 Is Dedicated To Hurricane Irma Victims, In A Heartwarming Show Of Support – Gears Of Biz",rescue_volunteering_or_donation_effort,sympathy_and_support,sympathy_and_support,sympathy_and_support,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0168,P1_unanimous_models_disagree_with_HumAID,canada_wildfires_2016,Cash or a house – a tough choice for wildfire victims @,not_humanitarian,not_humanitarian,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0170,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,"After Irma deaths, 60% of nursing homes still don’t have 4 days of backup power for AC #HurricaneDorian #Dorianflorida",injured_or_dead_people,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0176,P1_unanimous_models_disagree_with_HumAID,cyclone_idai_2019,"Almost 5,000 children in Mozambique were separated from their parents by Cyclone Idai, says the UN. No one knows exactly how many people are missing yet. Thousands of people are still in camps waiting for floodwaters to recede and communication to be restored.",displaced_people_and_evacuations,missing_or_found_people,missing_or_found_people,missing_or_found_people,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0177,P1_unanimous_models_disagree_with_HumAID,hurricane_florence_2018,Not a fan - Drinking a Coastal Evacuation with Brett by @CapeMayBrewCo at @capemaybrewco —,displaced_people_and_evacuations,not_humanitarian,not_humanitarian,not_humanitarian,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0180,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,Mapping tools for #Hurricane #Dorian have been created by @columbia_ncdp to aid responders and NGOs in identifying and meeting the needs of vulnerable populations. #EMGTwitter #HurricaneDorian #HurricaneDorian2019,requests_or_urgent_needs,other_relevant_information,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0184,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,"RT @ali_bateman: Beautiful country, great people. Cant believe this has happened again! NZ earthquake #eqnz",other_relevant_information,sympathy_and_support,sympathy_and_support,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0198,P1_unanimous_models_disagree_with_HumAID,canada_wildfires_2016,RT @wildlandfireAZ: RT @PCIAA: In a wildfire evacuation pets have needs too-build a kit for your animals today #WildfirePrepDay,displaced_people_and_evacuations,caution_and_advice,caution_and_advice,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0202,P1_unanimous_models_disagree_with_HumAID,cyclone_idai_2019,"Dramatic footage from rescuers in Mozambique has been released, as Cyclone Idai leaves hundreds dead and many more trapped by rising flood waters",rescue_volunteering_or_donation_effort,injured_or_dead_people,injured_or_dead_people,missing_or_found_people,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0211,P1_unanimous_models_disagree_with_HumAID,hurricane_harvey_2017,"RT @opalessense: A #WarningὪ8Ὢ8Ὢ8Ὢ8Ὢ8 NOW, WHERE WAS EVACUATION NOTICE PRYOR TO ARRIVAL OF #HurricaneHarveyἙ8️Ἑ8️Ἑ8️Ἑ8️Ἑ8️",displaced_people_and_evacuations,caution_and_advice,caution_and_advice,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0216,P1_unanimous_models_disagree_with_HumAID,hurricane_florence_2018,Fuck this piece of shit thousands of people died because of your incompetence,not_humanitarian,injured_or_dead_people,injured_or_dead_people,not_humanitarian,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0231,P1_unanimous_models_disagree_with_HumAID,hurricane_harvey_2017,"Tropical Storm Harvey makes landfall again, this time in Southern Louisiana. Flash floods and 10in of rain threatens New Orleans #kushelecon",other_relevant_information,caution_and_advice,caution_and_advice,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0235,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,#RIP to the two people who died in last nights earthquake #eqnz o,sympathy_and_support,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0243,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,Tankers will be refilling the reservoirs but this will only keep up with drinking supply. U will need to continue conserving water 2/2 #eqnz,requests_or_urgent_needs,caution_and_advice,caution_and_advice,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0248,P1_unanimous_models_disagree_with_HumAID,cyclone_idai_2019,Many families have been separated or lost contact during #CycloneIdai. We’re training volunteers to be able to assist families affected by #CycloneIdai in #Mozambique to search for their relatives and restore #familylinks.,rescue_volunteering_or_donation_effort,missing_or_found_people,missing_or_found_people,rescue_volunteering_or_donation_effort,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0251,P1_unanimous_models_disagree_with_HumAID,hurricane_maria_2017,Congresswoman Debbie Wasserman-Schultz meets with Puerto Rican business leaders in Broward about #HurricaneMaria relief @nbc6,other_relevant_information,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0254,P1_unanimous_models_disagree_with_HumAID,hurricane_maria_2017,WATCH LIVE: @FEMA and #DoD officials provide an update on #HurricaneMaria relief efforts at 8:30 a.m. EDT on .,other_relevant_information,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0255,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,We have a senior adult couple that sustained heavy flood damage to their home who has some needs today: moving,infrastructure_and_utility_damage,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0257,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,Headline is BS! They rescinded aid because they now need it for their own country not because of Trump. Read the article!,requests_or_urgent_needs,not_humanitarian,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0258,P1_unanimous_models_disagree_with_HumAID,hurricane_florence_2018,RT @10thCAB: #PSA from the #FAA: Understand that the airspace is actively being used for rescue efforts and must be kept clear to ensure the safety of crews and potentially the individuals on board who may be receiving medical attention. #HurricaneFlorence,other_relevant_information,caution_and_advice,caution_and_advice,caution_and_advice,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0264,P1_unanimous_models_disagree_with_HumAID,hurricane_florence_2018,RT @1sportsfanatic: List Of Hurricane Florence Pet Friendly Shelters,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,displaced_people_and_evacuations,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0266,P1_unanimous_models_disagree_with_HumAID,hurricane_maria_2017,"Learn from our children. Slowly but surely Puerto Rico will be Back!!! Hurricane Maria Adios, now back to work!!!",not_humanitarian,not_humanitarian,sympathy_and_support,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0267,P1_unanimous_models_disagree_with_HumAID,kerala_floods_2018,#KeralaFloods : Why #dams cannot control #devastating floods #HTAnalysis by,infrastructure_and_utility_damage,not_humanitarian,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0285,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,2:30 AM: Irma will continue to track up the FL Peninsula with gradual weakening. The Wiregrass will see persistent rain &amp; breezy conditions.,other_relevant_information,caution_and_advice,caution_and_advice,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0292,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,Stay safe everyone. I hope damage is minimal,infrastructure_and_utility_damage,sympathy_and_support,sympathy_and_support,sympathy_and_support,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0301,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,"If you live on low lying ground within 1km of the coast, evacuate #chch #newzealand #christchurch #tsunami #nz #earthquake #eqnz",displaced_people_and_evacuations,caution_and_advice,caution_and_advice,caution_and_advice,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0303,P1_unanimous_models_disagree_with_HumAID,hurricane_harvey_2017,Texas Gov. Greg Abbott says flooding in Houston from #Harvey may be the worst the city has ever suffered.,not_humanitarian,infrastructure_and_utility_damage,infrastructure_and_utility_damage,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0308,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,"Please donate to our special earthquake appeal. Help your neighbours, friends &amp; fellow Kiwis  #eqnz",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0322,P1_unanimous_models_disagree_with_HumAID,hurricane_maria_2017,"RT @DeptofDefense: For more on #DoD and #FEMA #HurricaneMaria relief efforts, watch this account, and check out @FEMA on Twitter.",other_relevant_information,other_relevant_information,rescue_volunteering_or_donation_effort,caution_and_advice,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0337,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,Hurricane Update: How you can help or if you need help! -,sympathy_and_support,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0338,P1_unanimous_models_disagree_with_HumAID,cyclone_idai_2019,RT @Peter52501942: Who can help at chimanimani high school am looking for Shalin Mugano please,sympathy_and_support,missing_or_found_people,missing_or_found_people,requests_or_urgent_needs,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0340,P1_unanimous_models_disagree_with_HumAID,hurricane_florence_2018,#DoYouKnow how to #PumpOut a #Flooded #Basement? For info view the video at  #Flooding #Floods #Cellar #Hurricane #FloodDamage #HomeRepair #Home #House #Repair #Renovation #Florence #Cleaning #HomeReno #JITDT #HomeRenovation #Damage #Damaged #StormDamage,infrastructure_and_utility_damage,caution_and_advice,caution_and_advice,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0341,P1_unanimous_models_disagree_with_HumAID,kerala_floods_2018,Are you aware who is incharge and status of red cross society of kerala state.,not_humanitarian,not_humanitarian,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0342,P1_unanimous_models_disagree_with_HumAID,canada_wildfires_2016,"Lake Mead at record low, California drops water rules, Alberta wildfire still spreading Via @westgov",caution_and_advice,other_relevant_information,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0344,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,"More horrifying footage from inside the eye of Hurricane Dorian with deadly storm surge, everything shredded like a tornado damage path. Seems to be low clouds or haze in the eye",injured_or_dead_people,infrastructure_and_utility_damage,infrastructure_and_utility_damage,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0346,P1_unanimous_models_disagree_with_HumAID,canada_wildfires_2016,Satellite images of #FortMcMurray before the wildfires - and now. A vast expanse of scorched earth.,other_relevant_information,infrastructure_and_utility_damage,infrastructure_and_utility_damage,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0359,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,"Gusts up to 220 MPH. #HurricaneDorian We need to create a rapid response capability for these storms: carriers following behind hurricanes, bringing food, medical assistance, water purification, solar and wind energy, shelter. A US and/or UN humanitarian effort. Adapt &amp; Assist.",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,caution_and_advice,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0365,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,"RT @MattKlug33: I can see it now: Florida man shoots into hurricane, bullet returns and kills him”",injured_or_dead_people,not_humanitarian,not_humanitarian,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0370,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,Check out this new story on NPR: Supercomputers Assist Firefighters In Evacuations As Wildfires Spread In California,displaced_people_and_evacuations,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0379,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,"RT @kkbelle: 100-year-old &amp; daughter-in-law rescued fro historic homestead rubble, but son didnt make it #eqnz  #e",rescue_volunteering_or_donation_effort,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0385,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,Those poor evacuees cant catch a break.,displaced_people_and_evacuations,displaced_people_and_evacuations,sympathy_and_support,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0396,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,Authorities made public a list of 297 people still unaccounted for Wednesday night as they announced that the number of people who had been killed in the deadliest wildfire in California history had grown to 56. #CampFire,injured_or_dead_people,missing_or_found_people,missing_or_found_people,missing_or_found_people,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0403,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,Right. Im sure that there is a long list of logging companies waiting to log chaparral shrublands and oak woodlands and grasslands. The most destructive and deadly fires in CA are NOT in forests. This is grossly irresponsible and uninformed.,infrastructure_and_utility_damage,not_humanitarian,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0405,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,Pet friendly shelters Central Florida Google map via Pet Alliance of Greater #Orlando. Use it to help find pet friendly shelters in the area.  #Dorianflorida #HurricaneDorian2019 #HurricaneDorian #Dorian #Cat4 #FLPrepares #DisasterAssistTeam #DAT,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0412,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,RT @ITDRC: See how ITDRC and @Googleorg are working together for #CaliforniaWildfires response and ways you can help.,sympathy_and_support,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0413,P1_unanimous_models_disagree_with_HumAID,hurricane_harvey_2017,The @ASPCA is on the ground with water rescue teams ready to assist displaced animals affected by #Harvey. Help!,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0414,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,#HurricaneDorian #25thAmendmentNow #LiarTrump No Dorian is NOT going to hit the state of AL. The orange con is probably setting up a fake scenario so he can make a false claim on fake Mar-A-Largo damage like he did in 2005.,not_humanitarian,not_humanitarian,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0418,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,Please help me share this video!! #RoyallyScrewed by Royal Caribbean #HurricaneIrma #EnchantmentOfTheSeas,sympathy_and_support,requests_or_urgent_needs,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0421,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,"@BlueMoon7777 @adagioforstring @DevinNunes @ZeitTrash @Federalist So, if there was a carbon tax. seems California would have paid off the National Debt with the amount of forest fires (and carbons released) that they caused do to mismanagement of forests. Left wing radicals; sure you really want a carbon tax?",not_humanitarian,not_humanitarian,other_relevant_information,not_humanitarian,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0425,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,Help us make a difference and #giveback to our community!  #TuesdayThoughts #florida #UCF #hurricaneirma,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0428,P1_unanimous_models_disagree_with_HumAID,hurricane_florence_2018,You can help bring the light and hope of Jesus Christ to people in their darkest hours through the ministry of the Billy Graham Rapid Response Team during and after Hurricane Florence.,sympathy_and_support,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0431,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,Busy day for Team Scott!! #HurricaneIrma relief. Stay safe Airmen!!,sympathy_and_support,sympathy_and_support,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0433,P1_unanimous_models_disagree_with_HumAID,hurricane_harvey_2017,RT @bustle: Hillary Clinton Reveals How You Can Make A Difference In Tng some of the #Harvey affected areas. We will rebuild &amp;amp; be even,other_relevant_information,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0435,P1_unanimous_models_disagree_with_HumAID,california_wildfires_2018,"RT @KRCR7: If you have been impacted by the #CampFire, you can register for FEMA assistance.",other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0438,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,"This is aftermath from the Hurricane Weather Warfare Weapon they put together, designed for Maximum Flooding and Maximum Damage! God does not do this, he allows this! This was manufactured by the hand of Men who want full power and control of the planet.",infrastructure_and_utility_damage,not_humanitarian,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0440,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,Just read the news and I didnt know there was an earthquake this morning! Didnt feel it but I think my cat did as he was hiding,not_humanitarian,not_humanitarian,other_relevant_information,other_relevant_information,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0441,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,The following maps show the tsunami evacuation zones for coastal areas of the Wellington region.  #eqnz,displaced_people_and_evacuations,caution_and_advice,caution_and_advice,caution_and_advice,accepted,,approve batch 2,2026-08-31
batch_002,AUDITV2_0446,P1_unanimous_models_disagree_with_HumAID,hurricane_irma_2017,the fact that i can only take cold showers bc irma fucked up my water heater isnt so bad bc im already sweating to death from my broken A/C!,not_humanitarian,infrastructure_and_utility_damage,infrastructure_and_utility_damage,not_humanitarian,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0448,P1_unanimous_models_disagree_with_HumAID,hurricane_dorian_2019,"THREAD- URGENT Request: Hurricane Dorian is set to make landfall near Central and the South Florida area this weekend, there is still time to directly support some of the most vulnerable communities in these areas. (1)",caution_and_advice,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,caution_and_advice,changed,,approve batch 2,2026-08-31
batch_002,AUDITV2_0457,P1_unanimous_models_disagree_with_HumAID,kaikoura_earthquake_2016,@SBSENZ My family was a recipient of @NZRedCross aid post #chch #eqnz Our claim had been fraudulently collected by a tenant. They sorted it.,not_humanitarian,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,other_relevant_information,changed,,approve batch 2,2026-08-31
